ArrivalRate,device_write,cpus,memory,cpuLoad,size,Throughput,ResponseTime
10,10mb,0.5,256m,0,0,10.0,3.9
10,10mb,0.5,256m,100,0,10.0,7.1
10,10mb,0.5,256m,1000,0,10.0,4.1
10,10mb,0.5,256m,0,250,10.0,4.7
10,10mb,0.5,256m,100,250,10.0,4.1
10,10mb,0.5,256m,1000,250,10.0,4.1
10,10mb,0.5,256m,0,1000,10.0,3.5
10,10mb,0.5,256m,100,1000,10.0,3.5
10,10mb,0.5,256m,1000,1000,10.0,3.5
20,10mb,0.5,256m,0,0,9.7,2421.8
20,10mb,0.5,256m,100,0,9.1,5525.0
20,10mb,0.5,256m,1000,0,9.8,3888.0
20,10mb,0.5,256m,0,250,9.3,5566.5
20,10mb,0.5,256m,100,250,10.0,4067.8
20,10mb,0.5,256m,1000,250,10.3,2197.1
20,10mb,0.5,256m,0,1000,10.9,947.6
20,10mb,0.5,256m,100,1000,10.2,620.6
20,10mb,0.5,256m,1000,1000,9.8,872.5
40,10mb,0.5,256m,0,0,6.2,20687.8
40,10mb,0.5,256m,100,0,5.3,25949.8
40,10mb,0.5,256m,1000,0,5.5,26160.0
40,10mb,0.5,256m,0,250,4.7,31722.8
40,10mb,0.5,256m,100,250,4.4,34308.4
40,10mb,0.5,256m,1000,250,5.5,33982.6
40,10mb,0.5,256m,0,1000,4.6,12655.4
40,10mb,0.5,256m,100,1000,5.4,8827.8
40,10mb,0.5,256m,1000,1000,4.8,13305.7
75,10mb,0.5,256m,0,0,6.4,72830.4
75,10mb,0.5,256m,100,0,6.1,70846.7
75,10mb,0.5,256m,1000,0,6.0,74856.2
75,10mb,0.5,256m,0,250,5.8,72420.6
75,10mb,0.5,256m,100,250,5.5,65709.8
75,10mb,0.5,256m,1000,250,6.3,68830.1
75,10mb,0.5,256m,0,1000,6.0,41362.8
75,10mb,0.5,256m,100,1000,6.2,43232.5
75,10mb,0.5,256m,1000,1000,5.7,44284.8
100,10mb,0.5,256m,0,0,7.3,85109.7
100,10mb,0.5,256m,100,0,6.9,87438.5
100,10mb,0.5,256m,1000,0,6.9,92927.9
100,10mb,0.5,256m,0,250,7.2,91212.8
100,10mb,0.5,256m,100,250,7.2,95736.2
100,10mb,0.5,256m,1000,250,7.4,89111.6
100,10mb,0.5,256m,0,1000,6.9,63141.0
100,10mb,0.5,256m,100,1000,6.7,64389.4
100,10mb,0.5,256m,1000,1000,6.8,63962.2
10,10mb,0.5,512m,0,0,10.0,4.0
10,10mb,0.5,512m,100,0,10.0,7.3
10,10mb,0.5,512m,1000,0,10.0,4.0
10,10mb,0.5,512m,0,250,10.0,4.0
10,10mb,0.5,512m,100,250,10.0,3.9
10,10mb,0.5,512m,1000,250,10.0,3.9
10,10mb,0.5,512m,0,1000,10.0,3.4
10,10mb,0.5,512m,100,1000,10.0,3.4
10,10mb,0.5,512m,1000,1000,10.0,3.5
20,10mb,0.5,512m,0,0,20.0,340.8
20,10mb,0.5,512m,100,0,13.7,663.6
20,10mb,0.5,512m,1000,0,19.9,287.3
20,10mb,0.5,512m,0,250,19.7,239.6
20,10mb,0.5,512m,100,250,14.5,335.1
20,10mb,0.5,512m,1000,250,17.0,697.8
20,10mb,0.5,512m,0,1000,20.0,170.8
20,10mb,0.5,512m,100,1000,20.0,336.0
20,10mb,0.5,512m,1000,1000,16.2,315.3
40,10mb,0.5,512m,0,0,10.6,12910.5
40,10mb,0.5,512m,100,0,10.8,11454.3
40,10mb,0.5,512m,1000,0,10.3,11392.3
40,10mb,0.5,512m,0,250,10.8,11378.7
40,10mb,0.5,512m,100,250,10.5,11293.2
40,10mb,0.5,512m,1000,250,10.5,11159.4
40,10mb,0.5,512m,0,1000,10.4,4829.2
40,10mb,0.5,512m,100,1000,10.7,3824.2
40,10mb,0.5,512m,1000,1000,10.8,3677.4
75,10mb,0.5,512m,0,0,10.4,30685.2
75,10mb,0.5,512m,100,0,10.5,27726.2
75,10mb,0.5,512m,1000,0,10.4,30414.5
75,10mb,0.5,512m,0,250,9.9,25103.8
75,10mb,0.5,512m,100,250,9.8,30807.6
75,10mb,0.5,512m,1000,250,10.5,29195.9
75,10mb,0.5,512m,0,1000,10.3,20051.3
75,10mb,0.5,512m,100,1000,11.6,19985.9
75,10mb,0.5,512m,1000,1000,10.3,17656.8
100,10mb,0.5,512m,0,0,10.3,41393.4
100,10mb,0.5,512m,100,0,10.1,40048.1
100,10mb,0.5,512m,1000,0,10.1,40969.9
100,10mb,0.5,512m,0,250,9.7,41106.3
100,10mb,0.5,512m,100,250,10.2,42574.8
100,10mb,0.5,512m,1000,250,10.1,40275.6
100,10mb,0.5,512m,0,1000,10.1,29307.6
100,10mb,0.5,512m,100,1000,10.5,31041.6
100,10mb,0.5,512m,1000,1000,9.8,29793.9
10,10mb,0.5,1g,0,0,10.0,3.9
10,10mb,0.5,1g,100,0,10.0,4.0
10,10mb,0.5,1g,1000,0,10.0,3.9
10,10mb,0.5,1g,0,250,10.0,3.9
10,10mb,0.5,1g,100,250,10.0,4.0
10,10mb,0.5,1g,1000,250,10.0,4.0
10,10mb,0.5,1g,0,1000,10.0,3.5
10,10mb,0.5,1g,100,1000,10.0,3.5
10,10mb,0.5,1g,1000,1000,10.0,3.5
20,10mb,0.5,1g,0,0,20.0,3.8
20,10mb,0.5,1g,100,0,20.0,3.9
20,10mb,0.5,1g,1000,0,20.0,4.0
20,10mb,0.5,1g,0,250,20.0,4.0
20,10mb,0.5,1g,100,250,20.0,4.0
20,10mb,0.5,1g,1000,250,20.0,4.0
20,10mb,0.5,1g,0,1000,20.0,3.5
20,10mb,0.5,1g,100,1000,20.0,5.1
20,10mb,0.5,1g,1000,1000,20.0,3.4
40,10mb,0.5,1g,0,0,14.2,4580.0
40,10mb,0.5,1g,100,0,14.3,2669.4
40,10mb,0.5,1g,1000,0,14.2,4456.9
40,10mb,0.5,1g,0,250,15.9,2440.0
40,10mb,0.5,1g,100,250,14.2,4844.3
40,10mb,0.5,1g,1000,250,14.4,3935.1
40,10mb,0.5,1g,0,1000,14.3,1366.2
40,10mb,0.5,1g,100,1000,14.1,1527.5
40,10mb,0.5,1g,1000,1000,14.1,1463.2
75,10mb,0.5,1g,0,0,11.4,22620.9
75,10mb,0.5,1g,100,0,11.5,24209.9
75,10mb,0.5,1g,1000,0,11.6,23376.1
75,10mb,0.5,1g,0,250,11.4,25686.6
75,10mb,0.5,1g,100,250,11.4,25273.1
75,10mb,0.5,1g,1000,250,11.4,26037.2
75,10mb,0.5,1g,0,1000,11.5,13892.3
75,10mb,0.5,1g,100,1000,11.4,15540.4
75,10mb,0.5,1g,1000,1000,11.4,12340.3
100,10mb,0.5,1g,0,0,11.1,38128.1
100,10mb,0.5,1g,100,0,11.1,36791.2
100,10mb,0.5,1g,1000,0,11.0,38171.0
100,10mb,0.5,1g,0,250,11.0,36806.2
100,10mb,0.5,1g,100,250,11.2,34761.4
100,10mb,0.5,1g,1000,250,11.0,35914.6
100,10mb,0.5,1g,0,1000,11.2,23990.0
100,10mb,0.5,1g,100,1000,11.2,23935.5
100,10mb,0.5,1g,1000,1000,11.2,25995.1
10,10mb,1,256m,0,0,10.0,4.2
10,10mb,1,256m,100,0,10.0,4.1
10,10mb,1,256m,1000,0,10.0,4.2
10,10mb,1,256m,0,250,10.0,6.8
10,10mb,1,256m,100,250,10.0,4.8
10,10mb,1,256m,1000,250,10.0,4.3
10,10mb,1,256m,0,1000,10.0,3.5
10,10mb,1,256m,100,1000,10.0,3.5
10,10mb,1,256m,1000,1000,10.0,3.5
20,10mb,1,256m,0,0,10.7,2302.3
20,10mb,1,256m,100,0,10.5,2431.8
20,10mb,1,256m,1000,0,9.4,5486.5
20,10mb,1,256m,0,250,10.0,4325.6
20,10mb,1,256m,100,250,10.2,4088.8
20,10mb,1,256m,1000,250,10.5,2527.6
20,10mb,1,256m,0,1000,9.3,1028.5
20,10mb,1,256m,100,1000,10.5,848.4
20,10mb,1,256m,1000,1000,10.8,631.9
40,10mb,1,256m,0,0,5.1,26204.9
40,10mb,1,256m,100,0,4.2,34797.0
40,10mb,1,256m,1000,0,6.1,25129.7
40,10mb,1,256m,0,250,6.1,25876.1
40,10mb,1,256m,100,250,4.2,36886.3
40,10mb,1,256m,1000,250,5.3,24669.1
40,10mb,1,256m,0,1000,4.7,11774.9
40,10mb,1,256m,100,1000,5.0,12946.4
40,10mb,1,256m,1000,1000,5.3,7723.6
75,10mb,1,256m,0,0,6.3,72153.7
75,10mb,1,256m,100,0,6.2,78507.8
75,10mb,1,256m,1000,0,6.0,77199.7
75,10mb,1,256m,0,250,5.8,69358.1
75,10mb,1,256m,100,250,5.9,72005.1
75,10mb,1,256m,1000,250,5.4,68167.4
75,10mb,1,256m,0,1000,5.4,51656.4
75,10mb,1,256m,100,1000,5.9,44811.4
75,10mb,1,256m,1000,1000,6.5,45110.3
100,10mb,1,256m,0,0,25.5,4.5
100,10mb,1,256m,100,0,6.8,100759.7
100,10mb,1,256m,1000,0,6.6,96654.0
100,10mb,1,256m,0,250,6.5,96169.3
100,10mb,1,256m,100,250,6.9,93314.0
100,10mb,1,256m,1000,250,6.4,94338.5
100,10mb,1,256m,0,1000,6.5,64990.3
100,10mb,1,256m,100,1000,7.0,58471.8
100,10mb,1,256m,1000,1000,6.8,61039.5
10,10mb,1,512m,0,0,10.0,3.9
10,10mb,1,512m,100,0,10.0,5.2
10,10mb,1,512m,1000,0,10.0,11.6
10,10mb,1,512m,0,250,10.0,4.0
10,10mb,1,512m,100,250,10.0,4.0
10,10mb,1,512m,1000,250,10.0,4.0
10,10mb,1,512m,0,1000,10.0,3.5
10,10mb,1,512m,100,1000,10.0,3.4
10,10mb,1,512m,1000,1000,10.0,3.4
20,10mb,1,512m,0,0,14.4,313.5
20,10mb,1,512m,100,0,15.7,266.1
20,10mb,1,512m,1000,0,20.0,229.2
20,10mb,1,512m,0,250,20.0,344.8
20,10mb,1,512m,100,250,14.1,485.7
20,10mb,1,512m,1000,250,20.0,244.8
20,10mb,1,512m,0,1000,14.8,318.3
20,10mb,1,512m,100,1000,16.4,152.5
20,10mb,1,512m,1000,1000,20.0,157.6
40,10mb,1,512m,0,0,10.2,13753.4
40,10mb,1,512m,100,0,10.3,11961.5
40,10mb,1,512m,1000,0,10.6,12177.0
40,10mb,1,512m,0,250,10.8,7582.2
40,10mb,1,512m,100,250,10.9,6937.3
40,10mb,1,512m,1000,250,10.6,12833.8
40,10mb,1,512m,0,1000,10.6,3608.6
40,10mb,1,512m,100,1000,10.9,2559.3
40,10mb,1,512m,1000,1000,10.4,4596.4
75,10mb,1,512m,0,0,10.3,29296.7
75,10mb,1,512m,100,0,10.2,29795.2
75,10mb,1,512m,1000,0,10.2,29078.2
75,10mb,1,512m,0,250,10.3,30137.1
75,10mb,1,512m,100,250,10.3,29380.3
75,10mb,1,512m,1000,250,10.4,28392.8
75,10mb,1,512m,0,1000,8.9,18393.3
75,10mb,1,512m,100,1000,8.9,18804.6
75,10mb,1,512m,1000,1000,10.3,19731.7
100,10mb,1,512m,0,0,9.1,38707.1
100,10mb,1,512m,100,0,9.4,43380.3
100,10mb,1,512m,1000,0,11.6,37902.2
100,10mb,1,512m,0,250,10.0,41957.5
100,10mb,1,512m,100,250,9.5,39701.1
100,10mb,1,512m,1000,250,9.5,41789.8
100,10mb,1,512m,0,1000,9.4,27222.1
100,10mb,1,512m,100,1000,9.7,30155.4
100,10mb,1,512m,1000,1000,9.4,26902.5
10,10mb,1,1g,0,0,10.0,12.7
10,10mb,1,1g,100,0,10.0,7.7
10,10mb,1,1g,1000,0,10.0,4.0
10,10mb,1,1g,0,250,10.0,3.9
10,10mb,1,1g,100,250,10.0,4.0
10,10mb,1,1g,1000,250,10.0,4.0
10,10mb,1,1g,0,1000,10.0,3.5
10,10mb,1,1g,100,1000,10.0,3.5
10,10mb,1,1g,1000,1000,10.0,3.5
20,10mb,1,1g,0,0,20.0,3.9
20,10mb,1,1g,100,0,20.0,4.0
20,10mb,1,1g,1000,0,20.0,3.9
20,10mb,1,1g,0,250,20.0,4.0
20,10mb,1,1g,100,250,20.0,4.0
20,10mb,1,1g,1000,250,20.0,3.9
20,10mb,1,1g,0,1000,20.0,3.5
20,10mb,1,1g,100,1000,20.0,3.5
20,10mb,1,1g,1000,1000,20.0,3.5
40,10mb,1,1g,0,0,14.2,4799.3
40,10mb,1,1g,100,0,14.2,4615.3
40,10mb,1,1g,1000,0,14.6,2153.3
40,10mb,1,1g,0,250,14.2,4666.7
40,10mb,1,1g,100,250,14.5,2135.8
40,10mb,1,1g,1000,250,16.7,1845.5
40,10mb,1,1g,0,1000,14.2,1259.1
40,10mb,1,1g,100,1000,16.6,407.7
40,10mb,1,1g,1000,1000,24.6,838.4
75,10mb,1,1g,0,0,11.4,24134.5
75,10mb,1,1g,100,0,11.4,22435.7
75,10mb,1,1g,1000,0,11.4,24144.9
75,10mb,1,1g,0,250,11.6,23198.1
75,10mb,1,1g,100,250,11.5,23893.8
75,10mb,1,1g,1000,250,11.5,19212.2
75,10mb,1,1g,0,1000,11.5,13663.2
75,10mb,1,1g,100,1000,11.6,13731.9
75,10mb,1,1g,1000,1000,11.5,13880.6
100,10mb,1,1g,0,0,11.1,38315.7
100,10mb,1,1g,100,0,11.2,34850.3
100,10mb,1,1g,1000,0,11.2,35472.7
100,10mb,1,1g,0,250,11.1,36024.9
100,10mb,1,1g,100,250,11.0,36971.4
100,10mb,1,1g,1000,250,11.2,35321.0
100,10mb,1,1g,0,1000,11.0,25954.2
100,10mb,1,1g,100,1000,11.2,23734.5
100,10mb,1,1g,1000,1000,11.2,23742.1
10,10mb,2,256m,0,0,10.0,4.2
10,10mb,2,256m,100,0,10.0,4.0
10,10mb,2,256m,1000,0,10.0,4.1
10,10mb,2,256m,0,250,10.0,4.4
10,10mb,2,256m,100,250,10.0,4.3
10,10mb,2,256m,1000,250,10.0,4.0
10,10mb,2,256m,0,1000,10.0,3.5
10,10mb,2,256m,100,1000,10.0,3.6
10,10mb,2,256m,1000,1000,10.0,3.5
20,10mb,2,256m,0,0,10.8,3176.8
20,10mb,2,256m,100,0,9.2,5695.4
20,10mb,2,256m,1000,0,11.0,886.4
20,10mb,2,256m,0,250,10.8,2742.2
20,10mb,2,256m,100,250,10.0,3858.5
20,10mb,2,256m,1000,250,9.8,4581.9
20,10mb,2,256m,0,1000,10.0,1005.8
20,10mb,2,256m,100,1000,9.8,780.1
20,10mb,2,256m,1000,1000,10.1,1115.6
40,10mb,2,256m,0,0,4.2,36793.8
40,10mb,2,256m,100,0,6.1,24280.0
40,10mb,2,256m,1000,0,4.4,34336.5
40,10mb,2,256m,0,250,4.6,34313.0
40,10mb,2,256m,100,250,5.2,28434.6
40,10mb,2,256m,1000,250,5.2,31178.5
40,10mb,2,256m,0,1000,4.9,8841.1
40,10mb,2,256m,100,1000,4.7,10064.7
40,10mb,2,256m,1000,1000,5.4,6935.3
75,10mb,2,256m,0,0,6.2,70096.3
75,10mb,2,256m,100,0,6.2,73747.8
75,10mb,2,256m,1000,0,6.6,69303.4
75,10mb,2,256m,0,250,9.4,3.8
75,10mb,2,256m,100,250,6.0,68596.3
75,10mb,2,256m,1000,250,6.1,66027.6
75,10mb,2,256m,0,1000,5.7,49496.1
75,10mb,2,256m,100,1000,6.1,40994.3
75,10mb,2,256m,1000,1000,6.6,47800.0
100,10mb,2,256m,0,0,6.9,88402.7
100,10mb,2,256m,100,0,6.6,102183.8
100,10mb,2,256m,1000,0,6.6,92530.6
100,10mb,2,256m,0,250,7.0,93307.1
100,10mb,2,256m,100,250,7.6,87858.6
100,10mb,2,256m,1000,250,7.0,88991.2
100,10mb,2,256m,0,1000,23.9,174.5
100,10mb,2,256m,100,1000,6.6,67583.3
100,10mb,2,256m,1000,1000,6.6,68957.2
10,10mb,2,512m,0,0,10.0,5.5
10,10mb,2,512m,100,0,10.0,4.0
10,10mb,2,512m,1000,0,10.0,4.0
10,10mb,2,512m,0,250,10.0,4.0
10,10mb,2,512m,100,250,10.0,4.1
10,10mb,2,512m,1000,250,10.0,4.0
10,10mb,2,512m,0,1000,10.0,3.4
10,10mb,2,512m,100,1000,10.0,3.5
10,10mb,2,512m,1000,1000,10.0,3.5
20,10mb,2,512m,0,0,14.9,815.5
20,10mb,2,512m,100,0,15.1,306.0
20,10mb,2,512m,1000,0,20.0,359.0
20,10mb,2,512m,0,250,20.0,221.2
20,10mb,2,512m,100,250,17.3,320.1
20,10mb,2,512m,1000,250,14.4,332.7
20,10mb,2,512m,0,1000,20.0,235.8
20,10mb,2,512m,100,1000,14.5,360.7
20,10mb,2,512m,1000,1000,20.0,150.5
40,10mb,2,512m,0,0,10.8,11533.9
40,10mb,2,512m,100,0,9.4,6723.2
40,10mb,2,512m,1000,0,10.7,10791.9
40,10mb,2,512m,0,250,10.7,11457.0
40,10mb,2,512m,100,250,11.3,4973.7
40,10mb,2,512m,1000,250,10.5,14133.7
40,10mb,2,512m,0,1000,11.5,1129.5
40,10mb,2,512m,100,1000,10.7,3557.3
40,10mb,2,512m,1000,1000,10.4,4535.5
75,10mb,2,512m,0,0,8.5,28617.6
75,10mb,2,512m,100,0,10.7,26907.4
75,10mb,2,512m,1000,0,10.2,30002.6
75,10mb,2,512m,0,250,10.1,31221.5
75,10mb,2,512m,100,250,10.5,27816.9
75,10mb,2,512m,1000,250,8.5,28256.5
75,10mb,2,512m,0,1000,9.1,18465.5
75,10mb,2,512m,100,1000,9.4,17169.4
75,10mb,2,512m,1000,1000,8.0,16677.2
100,10mb,2,512m,0,0,8.1,39866.8
100,10mb,2,512m,100,0,9.4,38244.0
100,10mb,2,512m,1000,0,9.6,39674.9
100,10mb,2,512m,0,250,9.7,40950.0
100,10mb,2,512m,100,250,9.1,38731.5
100,10mb,2,512m,1000,250,9.6,41753.5
100,10mb,2,512m,0,1000,9.8,28096.9
100,10mb,2,512m,100,1000,8.6,32380.9
100,10mb,2,512m,1000,1000,9.1,26735.5
10,10mb,2,1g,0,0,10.0,3.8
10,10mb,2,1g,100,0,10.0,3.9
10,10mb,2,1g,1000,0,10.0,3.9
10,10mb,2,1g,0,250,10.0,4.1
10,10mb,2,1g,100,250,10.0,4.0
10,10mb,2,1g,1000,250,10.0,3.9
10,10mb,2,1g,0,1000,10.0,3.5
10,10mb,2,1g,100,1000,10.0,3.5
10,10mb,2,1g,1000,1000,10.0,3.4
20,10mb,2,1g,0,0,20.0,3.9
20,10mb,2,1g,100,0,20.0,3.9
20,10mb,2,1g,1000,0,20.0,4.0
20,10mb,2,1g,0,250,20.0,4.0
20,10mb,2,1g,100,250,20.0,7.3
20,10mb,2,1g,1000,250,20.0,4.0
20,10mb,2,1g,0,1000,20.0,3.4
20,10mb,2,1g,100,1000,20.0,3.5
20,10mb,2,1g,1000,1000,20.0,3.4
40,10mb,2,1g,0,0,14.3,3768.0
40,10mb,2,1g,100,0,15.7,2397.8
40,10mb,2,1g,1000,0,14.3,4565.0
40,10mb,2,1g,0,250,14.5,2255.6
40,10mb,2,1g,100,250,14.1,4402.8
40,10mb,2,1g,1000,250,14.3,4501.8
40,10mb,2,1g,0,1000,14.3,718.1
40,10mb,2,1g,100,1000,14.6,466.5
40,10mb,2,1g,1000,1000,14.2,1276.2
75,10mb,2,1g,0,0,11.4,24447.2
75,10mb,2,1g,100,0,11.4,22554.2
75,10mb,2,1g,1000,0,11.4,24327.4
75,10mb,2,1g,0,250,11.5,22497.0
75,10mb,2,1g,100,250,11.6,23552.5
75,10mb,2,1g,1000,250,11.4,22807.7
75,10mb,2,1g,0,1000,11.7,13853.1
75,10mb,2,1g,100,1000,11.5,13401.4
75,10mb,2,1g,1000,1000,11.4,13649.1
100,10mb,2,1g,0,0,11.0,37305.0
100,10mb,2,1g,100,0,11.1,35376.5
100,10mb,2,1g,1000,0,11.1,35286.2
100,10mb,2,1g,0,250,11.0,35736.6
100,10mb,2,1g,100,250,11.2,35731.3
100,10mb,2,1g,1000,250,11.1,38023.5
100,10mb,2,1g,0,1000,11.0,25732.5
100,10mb,2,1g,100,1000,11.0,25494.4
100,10mb,2,1g,1000,1000,11.0,25328.9
10,5mb,0.5,256m,0,0,6.0,467.5
10,5mb,0.5,256m,100,0,0.2,3.2
10,5mb,0.5,256m,1000,0,6.1,1327.2
10,5mb,0.5,256m,0,250,5.1,904.0
10,5mb,0.5,256m,100,250,4.9,666.0
10,5mb,0.5,256m,1000,250,1.3,14575.9
10,5mb,0.5,256m,0,1000,6.2,778.5
10,5mb,0.5,256m,100,1000,4.9,3.2
10,5mb,0.5,256m,1000,1000,1.8,2471.0
20,5mb,0.5,256m,0,0,7.2,6660.2
20,5mb,0.5,256m,100,0,6.6,9842.2
20,5mb,0.5,256m,1000,0,1.6,60096.4
20,5mb,0.5,256m,0,250,1.0,42205.5
20,5mb,0.5,256m,100,250,5.3,15104.8
20,5mb,0.5,256m,1000,250,6.3,9756.4
20,5mb,0.5,256m,0,1000,0.9,39968.5
20,5mb,0.5,256m,100,1000,3.5,5160.6
20,5mb,0.5,256m,1000,1000,1.4,25100.6
40,5mb,0.5,256m,0,0,2.7,69617.3
40,5mb,0.5,256m,100,0,4.5,35245.2
40,5mb,0.5,256m,1000,0,5.3,34919.9
40,5mb,0.5,256m,0,250,4.8,33236.2
40,5mb,0.5,256m,100,250,1.7,3.3
40,5mb,0.5,256m,1000,250,2.1,123812.7
40,5mb,0.5,256m,0,1000,4.3,22499.2
40,5mb,0.5,256m,100,1000,1.1,123075.0
40,5mb,0.5,256m,1000,1000,5.1,22572.1
75,5mb,0.5,256m,0,0,5.4,46293.2
75,5mb,0.5,256m,100,0,6.1,53396.9
75,5mb,0.5,256m,1000,0,1.2,14.0
75,5mb,0.5,256m,0,250,5.4,58900.0
75,5mb,0.5,256m,100,250,1.9,203574.1
75,5mb,0.5,256m,1000,250,6.8,64419.6
75,5mb,0.5,256m,0,1000,7.7,46404.9
75,5mb,0.5,256m,100,1000,0.9,8877.3
75,5mb,0.5,256m,1000,1000,11.5,31.2
100,5mb,0.5,256m,0,0,8.4,62071.8
100,5mb,0.5,256m,100,0,0.2,47243.5
100,5mb,0.5,256m,1000,0,3.9,78647.5
100,5mb,0.5,256m,0,250,19.6,13879.1
100,5mb,0.5,256m,100,250,19.7,11335.0
100,5mb,0.5,256m,1000,250,19.5,12924.2
100,5mb,0.5,256m,0,1000,18.8,7335.9
100,5mb,0.5,256m,100,1000,18.8,9779.6
100,5mb,0.5,256m,1000,1000,3.7,71684.4
10,5mb,0.5,512m,0,0,5.1,4.1
10,5mb,0.5,512m,100,0,1.3,4.1
10,5mb,0.5,512m,1000,0,7.0,441.9
10,5mb,0.5,512m,0,250,3.7,2301.8
10,5mb,0.5,512m,100,250,6.9,463.7
10,5mb,0.5,512m,1000,250,9.1,1306.0
10,5mb,0.5,512m,0,1000,7.7,332.8
10,5mb,0.5,512m,100,1000,8.5,1056.9
10,5mb,0.5,512m,1000,1000,7.2,502.9
20,5mb,0.5,512m,0,0,3.6,12012.3
20,5mb,0.5,512m,100,0,9.6,3.2
20,5mb,0.5,512m,1000,0,3.0,29488.1
20,5mb,0.5,512m,0,250,2.2,24543.9
20,5mb,0.5,512m,100,250,10.5,6992.5
20,5mb,0.5,512m,1000,250,2.5,24271.2
20,5mb,0.5,512m,0,1000,10.9,2887.5
20,5mb,0.5,512m,100,1000,2.6,12687.6
20,5mb,0.5,512m,1000,1000,2.3,6546.7
40,5mb,0.5,512m,0,0,3.0,37870.6
40,5mb,0.5,512m,100,0,2.7,31389.2
40,5mb,0.5,512m,1000,0,8.6,16071.2
40,5mb,0.5,512m,0,250,7.9,15077.2
40,5mb,0.5,512m,100,250,9.5,15521.5
40,5mb,0.5,512m,1000,250,2.7,53439.3
40,5mb,0.5,512m,0,1000,9.4,8945.0
40,5mb,0.5,512m,100,1000,2.4,47661.5
40,5mb,0.5,512m,1000,1000,2.5,47720.4
75,5mb,0.5,512m,0,0,11.1,19826.2
75,5mb,0.5,512m,100,0,13.1,26131.6
75,5mb,0.5,512m,1000,0,5.8,108704.5
75,5mb,0.5,512m,0,250,4.3,102769.3
75,5mb,0.5,512m,100,250,8.2,27544.9
75,5mb,0.5,512m,1000,250,3.5,93210.4
75,5mb,0.5,512m,0,1000,11.9,21587.5
75,5mb,0.5,512m,100,1000,11.9,23269.4
75,5mb,0.5,512m,1000,1000,11.7,18825.6
100,5mb,0.5,512m,0,0,5.5,120876.2
100,5mb,0.5,512m,100,0,9.9,32326.4
100,5mb,0.5,512m,1000,0,22.3,8661.4
100,5mb,0.5,512m,0,250,22.7,10025.5
100,5mb,0.5,512m,100,250,21.8,10115.1
100,5mb,0.5,512m,1000,250,21.5,12124.8
100,5mb,0.5,512m,0,1000,22.1,5865.2
100,5mb,0.5,512m,100,1000,22.8,4651.3
100,5mb,0.5,512m,1000,1000,22.9,3712.7
10,5mb,0.5,1g,0,0,4.0,3.9
10,5mb,0.5,1g,100,0,4.8,3.9
10,5mb,0.5,1g,1000,0,4.9,3.8
10,5mb,0.5,1g,0,250,5.2,3.7
10,5mb,0.5,1g,100,250,4.9,3.6
10,5mb,0.5,1g,1000,250,4.9,3.8
10,5mb,0.5,1g,0,1000,5.2,3.2
10,5mb,0.5,1g,100,1000,4.9,3.2
10,5mb,0.5,1g,1000,1000,5.2,3.4
20,5mb,0.5,1g,0,0,9.7,3.4
20,5mb,0.5,1g,100,0,9.7,3.4
20,5mb,0.5,1g,1000,0,6.5,14.9
20,5mb,0.5,1g,0,250,10.0,2622.1
20,5mb,0.5,1g,100,250,13.9,1313.8
20,5mb,0.5,1g,1000,250,3.3,10775.4
20,5mb,0.5,1g,0,1000,12.9,505.2
20,5mb,0.5,1g,100,1000,3.0,5584.5
20,5mb,0.5,1g,1000,1000,9.8,3.1
40,5mb,0.5,1g,0,0,3.8,14409.4
40,5mb,0.5,1g,100,0,15.1,3252.1
40,5mb,0.5,1g,1000,0,9.9,10177.8
40,5mb,0.5,1g,0,250,11.8,11729.1
40,5mb,0.5,1g,100,250,11.1,11223.0
40,5mb,0.5,1g,1000,250,9.6,12962.2
40,5mb,0.5,1g,0,1000,10.6,8376.7
40,5mb,0.5,1g,100,1000,11.4,7069.3
40,5mb,0.5,1g,1000,1000,11.0,6628.4
75,5mb,0.5,1g,0,0,3.7,56530.4
75,5mb,0.5,1g,100,0,11.0,16750.0
75,5mb,0.5,1g,1000,0,11.2,20504.2
75,5mb,0.5,1g,0,250,12.9,23443.8
75,5mb,0.5,1g,100,250,11.1,18681.3
75,5mb,0.5,1g,1000,250,10.9,18379.7
75,5mb,0.5,1g,0,1000,11.7,19517.6
75,5mb,0.5,1g,100,1000,5.4,78891.7
75,5mb,0.5,1g,1000,1000,3.5,61243.7
100,5mb,0.5,1g,0,0,14.7,30636.1
100,5mb,0.5,1g,100,0,5.0,98437.7
100,5mb,0.5,1g,1000,0,8.6,27496.4
100,5mb,0.5,1g,0,250,9.4,28740.8
100,5mb,0.5,1g,100,250,8.3,28601.7
100,5mb,0.5,1g,1000,250,3.7,8041.2
100,5mb,0.5,1g,0,1000,25.0,3.1
100,5mb,0.5,1g,100,1000,4.3,8190.9
100,5mb,0.5,1g,1000,1000,5.4,2.9
10,5mb,1,256m,0,0,6.4,689.6
10,5mb,1,256m,100,0,5.2,423.6
10,5mb,1,256m,1000,0,2.6,19336.8
10,5mb,1,256m,0,250,5.2,488.5
10,5mb,1,256m,100,250,1.8,18793.1
10,5mb,1,256m,1000,250,3.8,685.2
10,5mb,1,256m,0,1000,6.1,789.8
10,5mb,1,256m,100,1000,1.4,1402.6
10,5mb,1,256m,1000,1000,1.1,2043.3
20,5mb,1,256m,0,0,2.8,16840.3
20,5mb,1,256m,100,0,7.1,1874.5
